LEA,school,year,r_10_1100,r_10_1110,r_10_1111,r_10_1112,r_10_1113,r_10_1114,r_10_1115,r_10_1134,r_10_1135,r_10_1136,r_10_1154,r_10_1160,r_10_1162,r_10_1164,r_10_1184,r_10_1190,r_10_1199,r_10_1200,r_10_1300,r_10_1310,r_10_1320,r_10_1330,r_10_1340,r_10_1400,r_10_1410,r_10_1420,r_10_1440,r_10_1500,r_10_1510,r_10_1515,r_10_1540,r_10_1610,r_10_1620,r_10_1690,r_10_1700,r_10_1710,r_10_1720,r_10_1730,r_10_1740,r_10_1741,r_10_1742,r_10_1743,r_10_1744,r_10_1745,r_10_1746,r_10_1747,r_10_1748,r_10_1750,r_10_1760,r_10_1770,r_10_1780,r_10_1790,r_10_1800,r_10_1900,r_10_1910,r_10_1920,r_10_1930,r_10_1940,r_10_1950,r_10_1960,r_10_1965,r_10_1970,r_10_1980,r_10_1990,r_10_2000,r_10_3000,r_10_3005,r_10_3010,r_10_3013,r_10_3015,r_10_3020,r_10_3025,r_10_3100,r_10_3105,r_10_3110,r_10_3115,r_10_3120,r_10_3125,r_10_3128,r_10_3130,r_10_3155,r_10_3160,r_10_3200,r_10_3209,r_10_3210,r_10_3211,r_10_3212,r_10_3213,r_10_3215,r_10_3218,r_10_3220,r_10_3221,r_10_3230,r_10_3270,r_10_3300,r_10_3322,r_10_3336,r_10_3400,r_10_3405,r_10_3410,r_10_3415,r_10_3423,r_10_3435,r_10_3448,r_10_3467,r_10_3468,r_10_3470,r_10_3471,r_10_3477,r_10_3480,r_10_3500,r_10_3515,r_10_3520,r_10_3522,r_10_3555,r_10_3560,r_10_3600,r_10_3612,r_10_3613,r_10_3635,r_10_3636,r_10_3637,r_10_3641,r_10_3646,r_10_3655,r_10_3661,r_10_3687,r_10_3700,r_10_3701,r_10_3703,r_10_3704,r_10_3706,r_10_3708,r_10_3709,r_10_3710,r_10_3713,r_10_3714,r_10_3716,r_10_3717,r_10_3718,r_10_3719,r_10_3720,r_10_3725,r_10_3760,r_10_3762,r_10_3764,r_10_3769,r_10_3770,r_10_3772,r_10_3774,r_10_3776,r_10_3780,r_10_3785,r_10_3795,r_10_3799,r_10_3800,r_10_3805,r_10_3807,r_10_3808,r_10_3810,r_10_3816,r_10_3851,r_10_3861,r_10_3862,r_10_3865,r_10_3866,r_10_3867,r_10_3868,r_10_3876,r_10_3878,r_10_3881,r_10_3882,r_10_3900,r_10_3990,r_10_5100,r_10_5110,r_10_5120,r_10_5130,r_10_5140,r_10_5200,r_10_5210,r_10_5300,r_10_5400,r_10_5500,r_10_5600,r_10_5900,r_10_6100,r_10_6200,r_10_6300,r_10_6400,r_20_1500,r_20_1510,r_20_1770,r_20_1800,r_20_1900,r_20_1910,r_20_1920,r_20_1990,r_20_3816,r_20_3990,r_20_5200,r_20_5210,r_20_5900,r_21_1310,r_21_1320,r_21_1410,r_21_1500,r_21_1510,r_21_1610,r_21_1690,r_21_1700,r_21_1710,r_21_1720,r_21_1730,r_21_1740,r_21_1741,r_21_1742,r_21_1743,r_21_1744,r_21_1745,r_21_1746,r_21_1747,r_21_1748,r_21_1750,r_21_1760,r_21_1770,r_21_1780,r_21_1790,r_21_1800,r_21_1900,r_21_1910,r_21_1920,r_21_1940,r_21_1990,r_21_3010,r_21_3520,r_21_3800,r_21_3851,r_21_3900,r_21_3990,r_21_5200,r_21_5210,r_21_5300,r_21_5900,r_21_6400,r_23_1110,r_23_1111,r_23_1112,r_23_1113,r_23_1114,r_23_1115,r_23_1164,r_23_1310,r_23_1500,r_23_1510,r_23_1690,r_23_1740,r_23_1743,r_23_1747,r_23_1790,r_23_1800,r_23_1900,r_23_1910,r_23_1920,r_23_1930,r_23_1960,r_23_1990,r_23_2000,r_23_3100,r_23_3105,r_23_3115,r_23_3125,r_23_3160,r_23_3209,r_23_3300,r_23_3613,r_23_3700,r_23_3713,r_23_3800,r_23_3876,r_23_3900,r_23_3990,r_23_5200,r_23_5210,r_23_5300,r_23_5900,r_26_1110,r_26_1111,r_26_1112,r_26_1114,r_26_1115,r_26_1118,r_26_1124,r_26_1128,r_26_1134,r_26_1140,r_26_1164,r_26_1190,r_26_1965,r_26_1990,r_31_1110,r_31_1111,r_31_1112,r_31_1113,r_31_1128,r_31_1129,r_31_1136,r_31_1154,r_31_1178,r_31_1199,r_31_1500,r_31_1510,r_31_1690,r_31_1900,r_31_1920,r_31_1990,r_31_3650,r_31_3661,r_31_5100,r_31_5120,r_31_5130,r_31_5140,r_31_5200,r_31_5210,r_31_5900,r_31_6300,r_32_1100,r_32_1110,r_32_1111,r_32_1112,r_32_1113,r_32_1114,r_32_1115,r_32_1124,r_32_1125,r_32_1136,r_32_1154,r_32_1164,r_32_1174,r_32_1190,r_32_1199,r_32_1500,r_32_1510,r_32_1540,r_32_1690,r_32_1900,r_32_1910,r_32_1920,r_32_1930,r_32_1940,r_32_1950,r_32_1960,r_32_1965,r_32_1990,r_32_3100,r_32_3155,r_32_3200,r_32_3610,r_32_3650,r_32_3661,r_32_3700,r_32_3709,r_32_3710,r_32_3760,r_32_3800,r_32_3900,r_32_3990,r_32_5100,r_32_5110,r_32_5120,r_32_5130,r_32_5140,r_32_5200,r_32_5210,r_32_5300,r_32_5400,r_32_5500,r_32_5600,r_32_5900,r_32_6300,r_32_6400,r_40_1500,r_40_1510,r_40_5200,r_49_1500,r_49_1510,r_49_1610,r_49_1620,r_49_1690,r_49_1900,r_49_1920,r_49_1990,r_49_3010,r_49_3200,r_49_3400,r_49_3769,r_49_3770,r_49_3800,r_49_3900,r_49_3990,r_49_5200,r_49_5210,r_49_5300,r_49_5900,r_50_1310,r_50_1500,r_50_1510,r_50_1690,r_50_1910,r_50_1920,r_50_1990,r_50_3700,r_50_3900,r_50_5200,r_51_1500,r_51_1510,r_51_1610,r_51_1620,r_51_1690,r_51_1900,r_51_1920,r_51_1990,r_51_3721,r_51_3769,r_51_3770,r_51_3800,r_51_5200,r_51_5300,r_51_5900,r_60_1510,r_60_1900,r_60_1970,r_60_1990,r_60_5200,r_60_5210,r_70_1200,r_70_1320,r_70_1500,r_70_1510,r_70_1800,r_70_1900,r_70_1910,r_70_1920,r_70_1990,r_70_3100,r_70_3799,r_70_5200,r_70_5210,r_70_5900,r_71_1500,r_71_1510,r_71_1740,r_71_1800,r_71_1920,r_71_1960,r_71_1990,r_71_3200,r_71_3410,r_71_3415,r_71_3423,r_71_3560,r_71_3800,r_71_5000,r_71_5200,r_76_1200,r_76_1500,r_76_1510,r_76_1900,r_76_1920,r_76_1960,r_76_1990,r_76_5200
Salt Lake District,Salt Lake Center for Science Education Bryant,2018.0,,,,,,,,,,,,,,,,,,,,1192.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17344.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,,,,758.48,,,,,,,,,,,,,,,,,,,521.61,,6514.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Salt Lake Center for Science Education Bryant,2019.0,,,,,,,,,,,,,,,,,,,,3778.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1726.92,,,,,,,,1048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.0,,,,,465.4,,,,,,,,,,,,,,,,,,,1963.29,,3362.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Salt Lake Center for Science Education Bryant,2020.0,,,,,,,,,,,,,,,,,,,,1709.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,,,,,,,419.32,,,,,,,,,,,,,,,,,2630.07,,5078.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Salt Lake Center for Science Education Bryant,2021.0,,,,,,,,,,,,,,,,,,,,87.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,552.0,,1163.0,,,,,,,,,460.44,,,,,18018.56,,156.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Salt Lake District,2016.0,,33557104.60000001,735764.0,17687069.0,387802.0,36688587.0,804424.0,,,,,1472455.0,1609861.0,776092.0,,,,,,242891.75,,,,,,,,,776542.45,,,156.0,,,,,,,940.0,,,,,,,,,,,,,,,,230863.82,258167.86,,57390.93,,,,,,2366901.67,,,,30406552.0,,,7217501.0,,,8644238.879999999,2786322.0,,203394.29,304508.0,,,3124913.3699999996,,,,,101453.0,80008.0,9140.46,,,214582.0,639887.66,4640653.33,,,,2317850.82,,,860133.0,2828786.0,,,,,36204.0,,,,,,,1708192.97,,,,,24537.0,,79610.26,,,426911.0,,,,,,,,,,,,239280.0,,,,,402000.0,,,,,,28000.0,,,,,,,,,61749.0,10760.0,470970.0,204354.98,398.75,57179.24,,253751.0,,,,,,,7150790.0,,355757.62,752758.0,89825.97,,,,,,,,,,,,,-7.275957614183426e-12,,,,,,,,,,,,,,,,,,35018.75,,,,27928.38,,,,118943.35,68111.39,,232348.35,,,,,,,,,56009.85,,,,568081.3,,,320.0,577193.36,56812.57,1803660.56,,,,,,,,,,,,-0.31999999983236194,,,,2087655.0,45773.0,91604.0,1765948.31,,18738.0,,,,,,,,104566.04,53115.21,,7641778.7700000005,186422.1,,,,907416.0,,,1648426.0,,,,,196622.0,91263.0,10000.0,,,,,,3943017.0,,2078260.0,5130918.0,,,2484827.0,1119762.0,,,,,,,-0.41,,,,9529754.0,208947.0,,,418157.0,,,8408.65,,,,,,,,,,,,,,,,0.01,,,,3466783.0,107228.0,14990752.0,463667.0,,,214592.0,927918.0,,,,316266.57,,,,450000.0,,,,,,,139477.49,,,,,,,,,,,,,,,,,,,,,73021.17,,,,,,,,,,,10717.0,1321920.05,100679.23,,,,15873.69,,,,,1841414.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Salt Lake District,2017.0,,35360869.769999996,687337.0,18176543.0,353312.0,38970846.0,757507.0,,,,,1569890.0,1730159.0,806970.0,,,,,,195464.93,8019.0,,,,,,,,1351459.48,,,1240.0,,,,,,,765.0,,,,,,,,,,,,,,,,218059.6,16327.5,,57106.05,,,,,,2091589.57,,,,31909318.080000002,,,7409076.67,,,9898214.600000001,2693600.32,,42864.92,223884.35,,,2647726.72,,,,,104865.91,82346.73,166152.13,,,232613.0,569725.24,4573261.2,,,,1877252.0,,,283572.59,3045005.76,,,,,34568.73,,,,,,,1751646.68,,,,,23192.75,,58528.1,,,407345.0,,,,,,,,,,,,368006.44,,,,,408524.0,,,,,,,,,,,,,,,60728.0,539893.99,473736.4,209350.53,,32948.44,,252639.78,,,,,,,7204917.67,,247518.0,813141.0,445475.7,,,,,,,,,,,,,2.9103830456733704e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145.0,,,,,,,,,,,,,,0.0,,,,2089985.0,40625.0,92788.0,132230.66999999998,,61804.0,,,,,,,,45028.71,,,8297901.49,129355.4,,,226353.0,850737.5,,,1775119.0,,,,,13501.0,144945.0,,,,,,,4344170.0,,2233033.0,5469764.0,,,2909945.0,1071130.0,,,,,,,-0.38,,,,8718830.0,169475.0,,,387083.0,,,29577.73,,,,,,,,,,,,,,,,0.0,,,,2331739.0,67298.0,15952505.81,460413.0,,,153709.0,1051592.0,,,,485650.35,,,,150000.0,408645.0,,,,,,65204.65,,,,,,,,,,,,,,,,,,,,,72552.4,,,,,,,,,,,17904.0,1359862.61,73012.79000000001,,,,25514.49,,,,,1868083.29,,2250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131504.0,,,23167707.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Salt Lake District,2018.0,,34840458.599999994,900796.0,17820184.0,460739.0,40662014.0,1051312.0,,,,,1556332.0,1816383.0,796032.0,,,,,,473528.97,,,,,,,,,1497941.96,,,,,,,,,,768.0,,,,,,,,,,,,,,,,254423.15999999997,2000.0,,46170.66,13450.0,5860434.24,,,,2168389.27,,,1454804.06,30698958.68,52976.0,,7574171.18,,22287382.270000003,,,,,,,,,,3157972.04,,,,,,,,,,,,4939650.17,,,11822392.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329486.8,,,,,,,,,,,,,,,,,,439087.06,,,,,,10152425.66,,,,,,0.0,,,,,,168214.33,,,,,1270936.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10152425.66,,,3594132.0,,1838325.0,4994651.0,,,1888753.0,859566.0,,2506817.0,,,,,,,,,8558864.32,215433.0,,,372210.0,,,49941.92,,,,,,,,,,,,,,,,,,,,7969319.0,200496.0,18815812.67,473378.0,,,346403.0,817868.0,,,,753529.14,,,,150000.0,2583963.61,,,,,,42016.05,,,,,,,,,,,,,,,,,,,,,76920.27,,,,,,,,,,,29681.0,1313139.75,131723.0,,,,18827.26,,,,,,1842366.47,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212319.0,,19921205.33,1942967.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Salt Lake District,2019.0,,42726723.8,823247.18,18824378.92,362703.14,40854544.43,787174.52,,,,,1883134.82,1800620.51,829664.44,,,,,,221001.17,,,,,,,,,3022377.74,,,,,,,,,,4095.0,,,,,,,,,,,,,1260.0,,,336214.2,125.0,,56101.11,,6416097.119999999,,,,1281410.13,,,1128909.78,25357131.22,40740.0,,7739070.02,,22214432.71,,,,,,,,,,5951302.54,,,,,,,,,,,,6786960.6899999995,,,8251110.01,,,,,,,,,,,,,4537724.380000001,,,,,,13500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932849.93,,,,,,,,,,,,,,,,,,486284.07,,,,,,,,,,,,0.0,,,,,,125074.48,,,,,1369210.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4516275.0,,1989763.0,6675666.0,,,2575306.0,954219.0,,,,,,,,,,,9027495.06,397877.23,,,173939.38,,,107941.4,,,,,,,,,,,,,,,,,,,,3362208.63,64733.12,24382429.009999998,469438.67,,,148073.63,1073816.37,,,,1322916.25,,,,,,,,,,,176678.05,,,,,,,,,,,,,,,,,,,,,70996.43,,,,,,,,,,,37649.0,1657223.89,125471.0,,,,33640.03,,,,,,2011074.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395228.0,,21059099.32,2032544.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Salt Lake District,2020.0,,45294765.40999999,899286.07,19579555.43,388734.13,43385895.11,861387.2,,,,,1861293.73,1782852.7,804580.92,,,,,,185366.81,,,,,,,,,2210101.39,,,,,,,,,,33416.5,,,,,,,,,,,,,1141.33,,,427856.69,100.0,,68217.04,,8275759.38,,,,1828082.5900000003,,,1075035.42,22667599.84,21192.0,,8017906.98,,22469126.950000003,,,,,,,,,,3363612.96,,,,,,,,,,,,7270883.899999999,,,8464019.35,,,,,,,,,,,,,8243131.0200000005,,,,,,22229.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405923.87000000005,,,,,,,,,,,,,,,,,,293407.6,,,,,,,,,,,11000.0,0.0,,,,,,120992.16,,,,236886.13,1166266.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5691695.0,,2460348.0,8745407.0,,,3183375.0,1120520.0,,,,,,,,,,,8917151.28,177041.87,,,366431.7,,,100065.14,,,,,,,,,,,,,,,,,,,,1691219.63,33567.57,25341016.65,502972.16,,,69476.35,1041024.61,,,,948389.67,,,,,,,,,,,232300.0,,,,,,,,,,,,,,,,,,,,,69479.24,,,24349.31,,,,,,,,23882.0,1572248.16,96775.5,,,,101439.45,,,,,,1889311.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337616.0,,20875370.44,2024368.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Salt Lake District,2021.0,,50363994.389999986,856525.7,20386899.45,346714.03,52034544.58,884936.25,,,,,1723656.6,1780829.48,697720.95,,,,,,211640.61,,,,,,,,,632655.25,,,,,,,,,,,10900.6,,7137.0,,,,,,,143.0,,436.19,,,,237755.76,,,320.0,,8238302.46,,,,1853398.9000000001,,,924861.01,20292882.71,,,8040996.7,,22671500.7,,,,,,,,,,7119650.83,,,,,,,,,,,,7491747.370000001,,,8632521.860000001,,,,,,,,,,,,,8467133.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208805.35,,,,,,,,,,,,,,,,,,927827.68,,,,,,,,,,,,7.275957614183426e-12,,,,,,794674.04,,,,241622.73,1326701.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2571456.0,,,,,,,,21052899.0,,,,,,,9095217.67,154679.7,,,311274.59,,,38913.69,,,,,,,,,,,,,,,,,,,,,,21752793.330000002,369863.37,,,,744306.26,,,,293479.42,,,,,,,,,,,150000.0,,,,,,,,,,,,,,,,,,,,,72949.04,,,,,,,,,,,,,,,,,,,,,,,1252816.3,,,,,,1624.5,,,,,,,,,,,,,,,,,,,,,,,,,,87921.0,,22598065.14,1798657.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Uintah School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.0,,,,,4331.62,,,,,,,,,,,565.75,,,,,,,,35354.48,,861.42,,,,,,,,,,,,,,,,,,,117078.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Uintah School,2018.0,,,,,,,,,,,,,,,,,,,,128348.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.0,,,,,2422.44,,570.0,,,,,,,,,551.7,,,,,,,,22995.4,,1038.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Uintah School,2019.0,,,,,,,,,,,,,,,,,,,,123681.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2376.0,,,,,2366.38,,300.0,,,,,,,,,310.75,,,,,,,,27849.95,,275.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Uintah School,2020.0,,,,,,,,,,,,,,,,,,,,85132.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.0,,,,,2190.7,,41.5,,,,,,,,,148.96,,,,,,,,22998.3,,1793.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Uintah School,2021.0,,,,,,,,,,,,,,,,,,,,11530.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.0,,,,,95.95,,57.3,,,,,,,,,31.55,,,,,,,,2163.36,,229.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Wasatch School,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.0,,,,,,,,,,,,,,,,355.84,,,,,,,,34702.24,,963.75,,,,,,,,,,,,,,,,,,,125303.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salt Lake District,Wasatch School,2018.0,,,,,,,,,,,,,,,,,,,,138856.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,844.0,,,,,,,,,,,,,,,,706.32,,,,,,,,61610.64,,978.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
